X,Y,Z,Time,Up HUD,Right HUD,Down HUD,Left HUD,Trial Type,Layout Number,Rotation X,Rotation Y,Rotation Z,Direction
-0,0,-0,0,1,0,0,0,HUD,2,0,0,0,Backward
0.0090635786813551,-0.00524270000000004,0.0109642228400801,0.100006062,1,0,0,0,HUD,2,0.649169999999998,1.3732,-359.4205322,Backward
0.0207872460008729,-0.012925,0.0263036385258637,0.200012162,1,0,0,0,HUD,2,3.19276,2.38809999999995,-358.7970284,Backward
0.0300008858599128,-0.0221121,0.0465566971725941,0.279998762,1,0,0,0,HUD,2,3.0631,2.5514,-358.509338,Backward
0.0377832442897517,-0.0327479000000001,0.0759631679956918,0.360000562,1,0,0,0,HUD,2,4.61687,2.01259999999996,-357.798809,Backward
0.0423157435356591,-0.036021,0.109128250169352,0.440002462,1,0,0,0,HUD,2,6.31317,0.889699999999948,-358.480648,Backward
0.0461549285116476,-0.033685,0.153888320541505,0.540008562,1,0,0,0,HUD,2,5.07376,0.207699999999988,-359.3194918,Backward
0.0461458244668482,-0.0567257,0.219647793943562,0.639999362,1,0,0,0,HUD,2,5.39363,0.652199999999993,0.185900000000004,Backward
0.0413290934997326,-0.0651595,0.292414562071542,0.720001262,1,0,0,0,HUD,2,6.05011,1.31569999999999,-0.237899999999968,Backward
0.0354279914845441,-0.0550161,0.358043743812637,0.800003062,1,0,0,0,HUD,2,4.31102,2.3372,-1.12439999999998,Backward
0.0301918727855157,-0.0460669,0.408725427495895,0.880004862,1,0,0,0,HUD,2,2.20035,4.30669999999998,-1.4436,Backward
0.0298855377504395,-0.00971150000000004,0.460959418180568,0.960006762,1,0,0,0,HUD,2,0.192349999999998,6.87459999999999,-1.39449999999999,Backward
0.0289244909182411,-0.0331332,0.506090303314657,1.060013062,1,0,0,0,HUD,2,4.63868,9.16669999999999,0.0860000000000127,Backward
0.0269569396154288,-0.0139311,0.555561453158486,1.139999062,1,0,0,0,HUD,2,2.91034,8.05689999999998,-1.09010000000001,Backward
0.0338094901560115,-0.0312546,0.618465909686531,1.240005062,1,0,0,0,HUD,2,3.61681,9.49609999999996,-359.61399321,Backward
0.041393419310698,-0.0395031,0.6729013260492,1.320007062,1,0,0,0,HUD,2,5.60908,9.22539999999998,-359.5004268,Backward
0.0626115078289011,-0.0479777,0.743162672382965,1.419998062,1,0,0,0,HUD,2,4.66929,8.06999999999999,-0.0201000000000136,Backward
0.0957087612134093,-0.057163,0.817492972277435,1.520004062,1,0,0,0,HUD,2,4.08174,8.65839999999997,-0.860599999999977,Backward
0.117725065069553,-0.0399034,0.910119071868824,1.620010062,1,0,0,0,HUD,2,4.69056,5.92409999999995,-1.9717,Backward
0.130200997568493,-0.0335574,0.972535138849064,1.720001062,1,0,0,0,HUD,2,5.81207,5.62269999999995,-1.10939999999999,Backward
0.139253592888686,-0.0359228,1.02501607812199,1.800003062,1,0,0,0,HUD,2,5.34311,5.29729999999995,-0.175099999999986,Backward
0.150382574199883,-0.037578,1.08181824525473,1.880005062,1,0,0,0,HUD,2,5.14958,5.10369999999995,-359.5506856,Backward
0.157776354203216,-0.066917,1.15082828903288,1.960007062,1,0,0,0,HUD,2,4.09075,5.68049999999999,-359.2377465,Backward
0.156722617707092,-0.120252,1.228336375291,2.040008062,1,0,0,0,HUD,2,2.84776,6.15819999999997,-357.722646,Backward
0.148456398286432,-0.1778651,1.30853656594221,2.139999062,1,0,0,0,HUD,2,5.30138,5.13159999999999,-356.455975,Backward
0.142147440699523,-0.2017361,1.41363036240121,2.220001062,1,0,0,0,HUD,2,7.6739,5.44369999999998,-353.391531,Backward
0.145354538670778,-0.2603462,1.50383161684705,2.320007062,1,0,0,0,HUD,2,15.89914,6.06199999999995,-350.523454,Backward
0.158636793801894,-0.2882912,1.55428248743054,2.400009062,1,0,0,0,HUD,2,41.14716,7.24679999999995,-350.533116,Backward
0.164352702719064,-0.2723797,1.63572206831263,2.500000062,0,0,0,0,HUD,2,35.82641,6.24259999999998,-351.651596,Backward
0.177169113363419,-0.2777035,1.71231825583652,2.600006062,0,0,0,0,HUD,2,42.40593,9.01419999999996,-349.52517,Backward
0.192567158925541,-0.3221967,1.84286379247744,2.740005062,0,0,0,0,HUD,2,39.39646,8.89339999999999,-348.82522,Backward
0.216094964310815,-0.3325544,1.95772895201136,2.860001062,1,0,0,0,HUD,2,38.94333,2.68019999999996,-353.224136,Backward
0.242017119611079,-0.34120871,2.03941879696524,2.980011062,1,0,0,0,HUD,2,38.38757,3.41969999999998,-352.991216,Backward
0.22561891281792,-0.3073018,2.12595983159604,3.100006062,1,0,0,0,HUD,2,33.87713,6.02939999999995,-346.54915,Backward
0.217031460604796,-0.3234523,2.19675313442538,3.220001062,1,0,0,0,HUD,2,40.0477,3.33529999999996,-350.825739,Backward
0.187517616881976,-0.2995321,2.29969982506042,3.340012062,1,0,0,0,HUD,2,35.98671,4.45069999999998,-349.54589,Backward
0.153807753840014,-0.2448323,2.3977795373851,3.460007062,1,0,0,0,HUD,2,30.16518,2.66299999999995,-350.848801,Backward
0.130142046962978,-0.2091632,2.44500930513818,3.580002062,1,0,0,0,HUD,2,30.9985,1.07589999999999,-350.113676,Backward
0.130070229164175,-0.210821,2.50613714913094,3.700012062,1,0,0,0,HUD,2,27.29818,2.23739999999998,-355.118008,Backward
0.118375680195413,-0.1626709,2.55866235863474,3.820007062,1,0,0,0,HUD,2,21.32774,3.82589999999999,-354.877726,Backward
0.0962258998178447,-0.138286,2.61094061634505,3.940002062,1,0,0,0,HUD,2,17.17475,0.796799999999962,-356.968306,Backward
