Condition,Direction,Layout,Total Distance (m),Total Time (s),Average Speed (m/s),X Rotation Sum (degs),Y Rotation Sum (degs),Z Rotation Sum (degs),Total Rotation (degs)
No Cues,Forward,2,15.3939952907578,16.78003191,0.917399643416879,420.4542872,312.71024,240.953366400001,974.117893600001
No Cues,Backward,2,15.2746938372854,15.579961016,0.980406422172614,438.0369038,296.1551,254.45158138,988.643585180001
Collocated,Forward,8,15.4544170463554,16.45996086,0.938909708097291,442.2457492,297.24946,235.364747140002,974.859956340002
Collocated,Backward,8,15.1791096891626,15.12012023,1.00390138823404,412.753374,320.013,240.1501961,972.916570100001
HUD,Forward,5,15.1915589624523,16.73998773,0.907501200567025,427.7296668,324.01675,236.10794192,987.85435872
HUD,Backward,5,15.2363743691016,15.14013359,1.00635666644085,440.0894827,327.1814,251.121509400001,1018.3923921
Combined,Forward,7,15.2461156407551,14.440184375,1.05581170190253,466.633799,338.60783,257.894150800001,1063.1357798
Combined,Backward,7,15.2489342180755,14.260014062,1.06934917117023,503.80154194,350.6364,274.650255822001,1129.088197762
