Condition,Direction,Layout,Total Distance (m),Total Time (s),Average Speed (m/s),X Rotation Sum (degs),Y Rotation Sum (degs),Z Rotation Sum (degs),Total Rotation (degs)
No Cues,Forward,8,17.4417394455616,42.1399938,0.41389990535693,902.177125882001,1859.48892,795.694212172001,3557.360258054
No Cues,Backward,8,16.9187948323302,35.29998945,0.479286115829994,819.713798440001,1510.7587,620.077332000001,2950.54983044
Collocated,Forward,6,19.3856453084031,59.859981699,0.323849836872351,1659.8840287,2192.52425,903.6124878,4756.0207665
Collocated,Backward,6,17.926806142533,53.04003607,0.337986311300279,1571.278097,1687.7634,812.144292239999,4071.18578924
HUD,Forward,4,19.5881880708819,60.5600617187,0.323450596234009,1498.0897696,2346.212868,1295.53397856,5139.83661616
HUD,Backward,4,18.9921541536533,60.500002695,0.313919889382465,1928.299416166,1804.8947,1125.79170462,4858.985820786
Combined,Forward,2,18.3185944057466,55.820069297,0.328172190333183,1560.12201064,2051.96232,1019.0778232,4631.16215384001
Combined,Backward,2,17.2425384265061,47.86011227,0.360269493920811,1223.1133428,1737.0177,767.842712074,3727.973754874
