Condition,Direction,Layout,Total Distance (m),Total Time (s),Average Speed (m/s),X Rotation Sum (degs),Y Rotation Sum (degs),Z Rotation Sum (degs),Total Rotation (degs)
No Cues,Forward,4,16.155573741212,18.33999733,0.880892916750057,524.7579708,363.86128,472.68664338,1361.30589418
No Cues,Backward,4,15.8971983435715,17.72000229,0.897132973427598,447.83089,358.4804,392.436919380001,1198.74820938
Collocated,Forward,3,15.7849914217492,18.43999883,0.856019111892168,406.019646,366.15074,390.7277928,1162.8981788
Collocated,Backward,3,15.8236542462734,16.88000436,0.937420033123346,413.042058000001,409.6144,387.545652,1210.20211
HUD,Forward,1,16.074288605717,21.399904375,0.751138338005635,452.377768,359.8115,421.12149646,1233.31076446
HUD,Backward,1,15.9396016905152,19.28003195,0.826741456230585,475.983726,373.9472,518.73758618,1368.66851218
Combined,Forward,2,16.0671081773148,19.23999086,0.835089179315484,429.443686,315.70045,432.3872231,1177.5313591
Combined,Backward,2,16.1185218827799,18.679928516,0.862879205826393,486.46551838,381.7396,464.2223998,1332.42751818
