Condition,Direction,Layout,Total Distance (m),Total Time (s),Average Speed (m/s),X Rotation Sum (degs),Y Rotation Sum (degs),Z Rotation Sum (degs),Total Rotation (degs)
No Cues,Forward,7,15.1697992839209,14.95995957,1.01402675675286,274.5824242,141.55864,161.983458178201,578.124522378201
No Cues,Backward,7,15.1638168054866,13.859980937,1.09407198136947,335.3139156,155.881,202.17354266,693.36845826
Collocated,Forward,5,15.4992985464889,16.69999632,0.928101913886465,295.21499,164.47682,160.818951508,620.510761508
Collocated,Backward,5,15.3028857844637,15.040009194,1.01747848602171,277.698973,160.8829,192.901363740001,631.483236740001
HUD,Forward,6,15.1508855329882,14.659974785,1.03348646605385,256.247954,153.79805,185.866059533801,595.912063533801
HUD,Backward,6,15.232640418492,13.520023359,1.12667264057291,282.865369,157.364,227.758214804001,667.987583804001
Combined,Forward,1,15.3515418806145,15.5199897,0.989146396187008,267.17230114,154.05395,184.13890404,605.36515518
Combined,Backward,1,15.2051948032325,14.01998705,1.08453700770233,273.507791,160.2473,167.077300260001,600.832391260001
