Condition,Direction,Layout,Total Distance (m),Total Time (s),Average Speed (m/s),X Rotation Sum (degs),Y Rotation Sum (degs),Z Rotation Sum (degs),Total Rotation (degs)
No Cues,Forward,2,15.5610117574487,20.3000066,0.766552054098777,460.47557678,323.3462,214.6328173,998.45459408
No Cues,Backward,2,15.5950716497733,21.699993916,0.718667097794652,406.99194452,376.205,186.327931359999,969.524875879999
Collocated,Forward,5,15.5990724473946,20.2799985,0.769185088815201,446.92501564,285.3602,199.925273040001,932.21048868
Collocated,Backward,5,15.4867065576821,18.52001676,0.836214500147251,430.1941564,276.9799,211.9183296,919.092386
HUD,Forward,1,15.6827762213055,21.84002229,0.718075101438254,432.2628434,318.3793,183.583024606,934.225168006
HUD,Backward,1,15.5906668807056,19.58002121,0.796253830038909,442.3036556,351.1061,208.778691000001,1002.1884466
Combined,Forward,6,15.4257376584602,17.239987852,0.894764995827457,369.905343,277.4988,197.043357480001,844.447500480001
Combined,Backward,6,15.4604765625172,16.88000262,0.915904867467209,403.7628253,291.5149,232.127086180001,927.404811480001
