Condition,Direction,Layout,Total Distance (m),Total Time (s),Average Speed (m/s),X Rotation Sum (degs),Y Rotation Sum (degs),Z Rotation Sum (degs),Total Rotation (degs),Percent Stopped,Percent Slowed,Speed Variance,Speed Variance Corrected
No Cues,Forward,5,15.7325932552103,25.68005809,0.612638538436043,598.572961000001,425.1227,361.1757902,1384.8714512,0.290697674418605,5.37790697674419,0.0815813879198183,0.133163983003879
No Cues,Backward,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
Collocated,Forward,7,16.0460353860622,22.899961699,0.700701407145275,603.901718,463.2245,432.21549232,1499.34171032,0.235849056603774,2.35849056603774,0.0992264291315046,0.141610146803847
Collocated,Backward,7,15.6489274475278,23.06005807,0.678616133577143,659.362249460001,376.0570914,375.4420058,1410.86134666,0.421052631578947,2.94736842105263,0.0918698569306148,0.135378238719948
HUD,Forward,6,16.2256229804516,28.69999235,0.565352867784009,683.563033008,472.84564,366.76177228,1523.170445288,1.11940298507463,9.51492537313433,0.0736076246400763,0.130197667394159
HUD,Backward,6,15.9605057952848,32.90000695,0.48512165421548,535.579972,414.389400000001,282.9169698,1232.8863418,1.54905335628227,20.6540447504303,0.0553775035016402,0.114151786506406
Combined,Forward,3,15.8206048861421,28.380002466,0.557456078627746,579.4271246,391.1859,318.3147468,1288.9277714,0.24390243902439,5.85365853658537,0.0516674711459956,0.0926843802173296
Combined,Backward,3,15.7288908328881,28.300006963,0.555791058760247,565.280508540001,466.058058000001,363.0505734,1394.38913994,0.22075055187638,6.84326710816777,0.0436244749209099,0.0784907821623095
