Condition,Direction,Layout,Total Distance (m),Total Time (s),Average Speed (m/s),X Rotation Sum (degs),Y Rotation Sum (degs),Z Rotation Sum (degs),Total Rotation (degs),Percent Stopped,Percent Slowed,Speed Variance,Speed Variance Corrected
No Cues,Forward,3,15.5806466112602,18.259984,0.853267265253912,290.518843,217.2159031,192.450320058,700.185066158001,0,0.72463768115942,0.10414006738077,0.122048590894648
No Cues,Backward,3,15.3803105490262,16.10000844727,0.9552982906437,362.831406,234.5406,250.169220800001,847.541226800001,0,0.519480519480519,0.154967243453644,0.162218696475656
Collocated,Forward,2,15.7627522566699,21.62000662,0.729081749775611,325.742268,262.67544,187.219646172002,775.637354172002,0,1.90274841437632,0.0780778885112195,0.107090718613173
Collocated,Backward,2,15.4716117103514,17.64000437,0.877075276504109,303.714306,236.746,200.7711037,741.2314097,1.30890052356021,2.61780104712042,0.120286330424674,0.137144819432281
HUD,Forward,6,15.9874333670835,26.219969961,0.60974262712213,438.188549,332.88341,215.190517818,986.262476818,0.34965034965035,7.34265734265734,0.0958010296541058,0.157117159589561
HUD,Backward,6,15.7001240419858,25.64001324,0.612329014615823,450.154939,385.2404,242.390539640001,1077.78587864,0.382409177820268,4.97131931166348,0.0696584723921609,0.113759875376581
Combined,Forward,4,15.8227349227596,25.19994953,0.627887563977973,517.98534,494.03866,252.189652000001,1264.213652,0.201207243460765,6.03621730382294,0.0931919184113887,0.148421347639014
Combined,Backward,4,16.0708588330659,26.49999773,0.606447555083088,430.668216,382.5196,238.38281986,1051.57063586,0.215982721382289,10.3671706263499,0.0682543428922476,0.112547807836238
