Condition,Direction,Layout,Total Distance (m),Total Time (s),Average Speed (m/s),X Rotation Sum (degs),Y Rotation Sum (degs),Z Rotation Sum (degs),Total Rotation (degs),Percent Stopped,Percent Slowed,Speed Variance,Speed Variance Corrected
No Cues,Forward,5,15.4386366835658,21.540041367,0.716741273636466,468.2935154,268.2545,258.80450288,995.35251828,0.432900432900433,3.24675324675325,0.068982385329192,0.0962444718429598
No Cues,Backward,5,15.5386616181398,20.0198998,0.776160808663979,388.40526272,261.308944,216.6664426,866.38064932,0.408163265306122,2.6530612244898,0.11058174116472,0.142472719480731
Collocated,Forward,2,16.6096729778071,28.860106484,0.575523620712053,722.25403366,351.1753,332.545959000001,1405.97529266,2.80561122244489,15.8316633266533,0.0698877537238398,0.121433336893059
Collocated,Backward,2,15.6360288641176,23.39990363,0.668209113650848,758.853027400001,387.252832,362.19574524,1508.30160464,2.15982721382289,10.7991360691145,0.101279505808729,0.151568578966807
HUD,Forward,6,15.6096447011289,27.17998949,0.574306502468367,620.20445,439.6929,232.637882440001,1292.53523244,1.88679245283019,7.16981132075472,0.0490403471050936,0.0853905482426515
HUD,Backward,6,16.1027137179017,29.719996377,0.541814121160642,786.969438,504.3367754,352.31101226,1643.61722566,2.23048327137546,15.9851301115242,0.0610158338523382,0.112613960155992
Combined,Forward,1,16.2624235651908,27.299983027,0.595693541241659,624.56536852,396.7643,326.8677642,1348.19743272,0.710900473933649,11.1374407582938,0.0588882440451176,0.0988566099312936
Combined,Backward,1,16.3894768343317,27.33996088,0.599469651996505,788.049518,502.5021736,436.284309760001,1726.83600136,0.4739336492891,11.8483412322275,0.071545671423228,0.119348279241407
