Condition,Direction,Layout,Total Distance (m),Total Time (s),Average Speed (m/s),X Rotation Sum (degs),Y Rotation Sum (degs),Z Rotation Sum (degs),Total Rotation (degs),Percent Stopped,Percent Slowed,Speed Variance,Speed Variance Corrected
No Cues,Forward,4,16.1655429156914,23.419997642,0.690245283658831,683.357024,729.93108,712.38993724,2125.67804124,0.72992700729927,7.2992700729927,0.152862647268533,0.221461342637856
No Cues,Backward,4,15.9237741908559,22.7999845,0.698411623519126,619.429478,481.1918,489.5275909,1590.1488689,0.30441400304414,4.26179604261796,0.133892866659474,0.191710535951307
Collocated,Forward,8,15.8031795754037,22.720028203,0.695561617890819,586.313404,533.8191,463.184834474,1583.317338474,1.08108108108108,7.38738738738739,0.119580972818541,0.17192002799285
Collocated,Backward,8,15.8495457458737,21.580079961,0.734452595843822,622.585745,483.4647,525.2604885,1631.3109335,0.400801603206413,3.0060120240481,0.0962668433846144,0.131072915977664
HUD,Forward,5,16.1690702853028,27.04003566,0.597967787047762,739.035148,613.83491,573.52432084,1926.39437884,0.394477317554241,10.0591715976331,0.0654729758141803,0.1094924797495
HUD,Backward,5,15.8825912987037,24.660034766,0.644061999482733,707.327317,469.0034,540.70368144,1717.03439844,0.700934579439252,6.07476635514019,0.0632442234158441,0.0981958623030665
Combined,Forward,7,16.6010127314745,30.880006875,0.537597442859199,993.166477999999,880.52144,687.456598600001,2561.1445166,0.927643784786642,16.3265306122449,0.0615202438218065,0.114435521669546
Combined,Backward,7,16.1278046353383,27.959965781,0.576817752985157,808.748412,630.578699999999,642.83665134,2082.16376334,0.851063829787234,8.93617021276596,0.0615785110660664,0.106755575304998
