Condition,Direction,Layout,Total Distance (m),Total Time (s),Average Speed (m/s),X Rotation Sum (degs),Y Rotation Sum (degs),Z Rotation Sum (degs),Total Rotation (degs),Percent Stopped,Percent Slowed,Speed Variance,Speed Variance Corrected
No Cues,Forward,8,17.4417394455616,42.1200038,0.414096340740635,902.177125882001,1859.48892,795.694212172001,3557.360258054,3.43027591349739,33.1841909023117,0.0736274264723064,0.177802649355992
No Cues,Backward,8,16.9187948323303,35.29998945,0.479286115829994,819.713798440001,1510.7587,620.077332000001,2950.54983044,5,27.6785714285714,0.119615831079035,0.249570824458149
Collocated,Forward,6,19.3856453084031,59.859981699,0.323849836872351,1659.8840287,2192.52425,903.6124878,4756.0207665,10.0431300061614,50.4621072088725,0.0655571888804143,0.20243082261071
Collocated,Backward,6,17.926806142533,53.02001607,0.338113932648852,1571.278097,1687.7634,812.144292239999,4071.18578924,19.0760059612519,46.4977645305514,0.08352113124289,0.247020673145791
HUD,Forward,4,19.5881880708819,60.5400417187,0.32355755818436,1498.0897696,2346.212868,1295.53397856,5139.83661616,18.3935742971888,51.2449799196787,0.0855092570839588,0.264278348383493
HUD,Backward,4,18.9921541536533,60.500002695,0.313919889382465,1928.299416166,1804.8947,1125.79170462,4858.985820786,17.1875,53.41796875,0.0634583004213152,0.202148072064337
Combined,Forward,2,18.3185944057466,55.820069297,0.328172190333183,1560.12201064,2051.96232,1019.0778232,4631.16215384001,16.2863070539419,50,0.0673886096588825,0.205345278009282
Combined,Backward,2,17.2425384265061,47.82007227,0.360571149477815,1223.1133428,1737.0177,767.842712074,3727.973754874,13.1618759455371,43.1164901664145,0.0580056140543091,0.160871478869881
