Condition,Direction,Layout,Total Distance (m),Total Time (s),Average Speed (m/s),X Rotation Sum (degs),Y Rotation Sum (degs),Z Rotation Sum (degs),Total Rotation (degs),Percent Stopped,Percent Slowed,Speed Variance,Speed Variance Corrected
No Cues,Forward,5,15.567772744093,21.2799986,0.73156831617898,465.298976,395.34915,369.79311982,1230.44124582,1.33587786259542,5.34351145038168,0.141202681454019,0.193013664385479
No Cues,Backward,5,15.3238229803604,18.899993213,0.810784575828324,410.552652,311.8075,323.84450492,1046.20465692,0.279329608938547,3.07262569832402,0.128877347773367,0.158953872108015
Collocated,Forward,3,15.6305367834496,21.059992715,0.742190987194253,555.0824616,321.20784,361.539881800001,1237.8301834,0.269541778975741,2.96495956873315,0.088684976656576,0.11949077553722
Collocated,Backward,3,15.5560154309446,18.739985801,0.830097503601869,500.800022,399.9304,361.89295004,1262.62337204,0,1.82370820668693,0.108889504075799,0.131176763697418
HUD,Forward,7,15.7947746152783,28.800004893,0.548429580965705,631.869638599999,410.356998199999,365.806838400001,1408.0334752,0.188679245283019,15.8490566037736,0.0662168103060499,0.120738947358477
HUD,Backward,7,15.5182728793016,28.34002659,0.547574393764943,624.746490799999,440.7101,394.690447280001,1460.14703808,1.22448979591837,13.8775510204082,0.059053572453046,0.107845752331501
Combined,Forward,8,15.7981233241673,24.9600268945,0.63293695118768,576.772642,351.90418,301.56573336,1230.24255536,0.759493670886076,10.6329113924051,0.0821576366665393,0.129803824081331
Combined,Backward,8,15.8664607162048,24.76000883,0.640809978103905,602.674986,548.104200000001,432.977976894,1583.757162894,0.290697674418605,10.7558139534884,0.0733881741551586,0.114524081494965
