Condition,Direction,Layout,Total Distance (m),Total Time (s),Average Speed (m/s),X Rotation Sum (degs),Y Rotation Sum (degs),Z Rotation Sum (degs),Total Rotation (degs),Percent Stopped,Percent Slowed,Speed Variance,Speed Variance Corrected
No Cues,Forward,6,15.4887868969181,21.340030996,0.725809015920425,755.4082926,317.3486,323.712857800001,1396.4697504,0.489396411092985,4.56769983686786,0.144147739126701,0.198602850012688
No Cues,Backward,6,15.538314017461,19.880002344,0.781605240713196,612.8917772,296.5379,265.534612,1174.9642892,0.35650623885918,2.31729055258467,0.156445950115846,0.200159801862501
Collocated,Forward,3,15.1484080611314,20.660029219,0.733222973721653,639.110056,322.80826,292.85039728,1254.76871328,0.198412698412698,3.57142857142857,0.110858406324278,0.151193307216751
Collocated,Backward,3,15.5619290692405,19.719968516,0.789145736039801,566.474951200001,330.048,290.2229388,1186.74589,1.14942528735632,3.63984674329502,0.156501012969505,0.198316997510346
HUD,Forward,8,16.4699974625508,40.039912031,0.411339501690195,970.08552518,525.00416,447.014125918,1942.103811098,14.5877378435518,36.892177589852,0.0933954359026125,0.227051949834262
HUD,Backward,8,15.6177813482822,25.47997883,0.612943262334813,623.18831656,383.1825,354.843289800001,1361.21410636,2.70758122743682,8.30324909747292,0.0745632998139795,0.121647963842451
Combined,Forward,2,15.7694126514282,29.70000947,0.530956485631996,785.222382260001,356.57949,339.79355824,1481.5954305,0.853242320819113,10.4095563139932,0.0583892117666593,0.109969862590828
Combined,Backward,2,15.5923116185286,26.17999607,0.595581129074195,630.884185000001,364.2526,370.495629600001,1365.6324146,0.959232613908873,7.9136690647482,0.0622763218462706,0.104563960821049
