X,Y,Z,Time,Up HUD,Right HUD,Down HUD,Left HUD,Trial Type,Layout Number,Rotation X,Rotation Y,Rotation Z,Direction
-0,0,-0,0,0,0,0,0,Combined,4,0,0,0,Backward
0.000252124394654274,0.000183299999999997,-0.000552077249690086,0.080017086,0,0,0,0,Combined,4,-0.10023,0.161200000000008,0.00688720000000009,Backward
-0.00012672215170495,0.0010715,-0.00154494999798516,0.140014696,0,0,0,0,Combined,4,-0.662032,0.0912000000000148,0.2756101,Backward
-0.000746851965563344,0.00223020000000002,-0.00219550361911303,0.200012196,0,0,0,0,Combined,4,-1.38634,-0.0656000000000176,0.3464591,Backward
-0.00150392882699135,0.00238520000000003,-0.00242029380103759,0.239990196,0,0,0,0,Combined,4,-1.994369,-0.295399999999972,0.5614901,Backward
-0.00181213278807402,0.00253350000000002,-0.00202012468882629,0.299987796,0,0,0,0,Combined,4,-2.219764,-0.449099999999987,0.7896661,Backward
-0.00200272734145779,0.00156270000000003,-0.00206636013216155,0.340026896,0,0,0,0,Combined,4,-1.910714,-0.401599999999974,0.9435231,Backward
-0.00190199959743342,0.0014188,-0.00236323539482441,0.380004896,0,0,0,0,Combined,4,-1.441977,-0.284400000000005,1.0461081,Backward
-0.00202999720197505,0.00136789999999998,-0.00245745648181028,0.420043896,0,0,0,0,Combined,4,-1.231038,-0.165399999999977,1.0757401,Backward
-0.00199777577405102,0.00111129999999998,-0.00258647500599452,0.460021996,0,0,0,0,Combined,4,-1.130736,-0.190499999999986,1.1099891,Backward
-0.00184933380705044,0.00120950000000003,-0.00278174144558818,0.520019496,0,0,0,0,Combined,4,-1.007602,-0.247299999999996,1.0221021,Backward
-0.00145815206526301,0.00138830000000001,-0.00314918919002594,0.559997596,0,0,0,0,Combined,4,-1.105352,-0.336200000000019,0.9561461,Backward
-0.0011442552983234,0.00119809999999998,-0.00350915143763686,0.600036596,0,0,0,0,Combined,4,-1.241788,-0.379399999999976,0.9982431,Backward
-0.0010742268903039,0.00167390000000001,-0.003416820391557,0.640014696,0,0,0,0,Combined,4,-1.353824,-0.537800000000004,0.9495251,Backward
-0.000679784403275541,0.00141459999999999,-0.00342397052631682,0.679992696,0,0,0,0,Combined,4,-1.362342,-0.743499999999983,0.8574491,Backward
-0.000233325810071516,0.00178709999999999,-0.00336939283348769,0.720031696,0,0,0,0,Combined,4,-1.453125,-0.867099999999994,0.7888451,Backward
-0.000176616366944771,0.00163930000000001,-0.00326749072820576,0.760009796,0,0,0,0,Combined,4,-1.467371,-0.857599999999991,0.8044191,Backward
0.000105212002876609,0.00117070000000002,-0.00328831787308559,0.820007296,0,0,0,0,Combined,4,-1.322694,-0.856800000000021,0.8867251,Backward
0.000183758785154087,0.00101319999999999,-0.00293557093405994,0.860046396,0,0,0,0,Combined,4,-1.149642,-0.872000000000014,0.8434001,Backward
0.000315299280969406,0.000564000000000009,-0.00255108023461048,0.900024396,0,0,0,0,Combined,4,-0.931535,-0.779299999999978,0.7836881,Backward
-7.01677934182854e-05,0.000696499999999989,-0.00211340897148915,0.940002396,0,0,0,0,Combined,4,-0.742894999999999,-0.625299999999982,0.6336081,Backward
-0.00104521016032821,0.000192799999999993,-0.00108463621585742,0.999999996,0,0,0,0,Combined,4,-0.504066,-0.529800000000023,0.5662531,Backward
-0.00162907078545027,0.000349700000000008,-0.000423311204663435,1.040038996,0,0,0,0,Combined,4,-0.30031,-0.760600000000011,0.7482711,Backward
-0.00190774155564677,0.000779499999999989,0.00118846378020265,1.080016996,0,0,0,0,Combined,4,-0.178039999999999,-0.763199999999983,0.5763611,Backward
-0.00291871902603491,0.000497599999999987,0.00273634121539601,1.119994996,0,0,0,0,Combined,4,-0.295970000000001,-0.547799999999995,0.6563931,Backward
-0.00421306265760446,0.00132890000000002,0.00539557485751985,1.179992996,0,0,0,0,Combined,4,-0.624812,-0.953300000000013,0.9868371,Backward
-0.00382453085903611,0.001133,0.0100807241658671,1.239989996,0,0,0,0,Combined,4,-0.77134,-1.92860000000002,0.9491411,Backward
-0.00299099902858657,0.00178790000000001,0.0141900688444778,1.299987996,0,0,0,0,Combined,4,-0.951674000000001,-2.22590000000002,1.1401231,Backward
-0.00177671121417466,0.0027874,0.018712040328662,1.360045996,0,0,0,0,Combined,4,-1.013001,-2.03899999999999,1.1036691,Backward
-0.00104495780304559,0.00425170000000002,0.0262498892224272,1.420043996,0,0,0,0,Combined,4,-1.825624,-2.23919999999998,1.4726941,Backward
0.00135221892037585,0.00314360000000002,0.0347225055690288,1.460021996,0,0,0,0,Combined,4,-2.256258,-3.02019999999999,1.7011221,Backward
0.00481368315950581,-0.00108619999999998,0.0444004438991321,1.499999996,0,0,0,0,Combined,4,-1.173423,-3.60289999999998,1.6330881,Backward
0.008995182433996,-0.00635920000000001,0.0551324057336409,1.540038996,0,0,0,0,Combined,4,1.07062,-4.01240000000001,2.1236341,Backward
0.0118935022863247,-0.00895639999999998,0.0628109310499774,1.580016996,0,0,0,0,Combined,4,2.55181,-4.14909999999998,2.7186391,Backward
0.0145237677180736,-0.0115087,0.0702105731871754,1.619994996,0,0,0,0,Combined,4,3.02498,-4.9092,3.2233081,Backward
0.016967534188407,-0.00822279999999997,0.0799853993461639,1.660033996,0,0,0,0,Combined,4,2.07142,-5.49810000000002,3.5382971,Backward
0.0203494570172555,-0.00943689999999997,0.0952637199992878,1.700011996,0,0,0,0,Combined,4,0.772489999999999,-6.0668,3.1953041,Backward
0.0200869998846849,-0.0095056,0.107701773112758,1.739989996,0,0,0,0,Combined,4,0.151020000000001,-6.04930000000002,2.3254131,Backward
0.0197071766082613,-0.0114134,0.126409331325387,1.799987996,0,0,0,0,Combined,4,0.898720000000001,-6.1619,1.6449061,Backward
0.0165681995459921,-0.0154914,0.147378178194071,1.840026996,0,0,0,0,Combined,4,2.67454,-5.72129999999999,1.0021071,Backward
0.0125861290870222,-0.0187427,0.163917198596135,1.880004996,0,0,0,0,Combined,4,2.69583,-5.7115,1.3999591,Backward
0.00609413544142567,-0.0262967,0.191000028110523,1.920043996,0,0,0,0,Combined,4,3.19826,-5.928,1.7042121,Backward
0.000881043838737217,-0.0303776,0.212061335096131,1.960021996,0,0,0,0,Combined,4,4.22256,-5.92529999999999,2.0309481,Backward
