X,Y,Z,Time,Up HUD,Right HUD,Down HUD,Left HUD,Trial Type,Layout Number,Rotation X,Rotation Y,Rotation Z,Direction
-0,0,-0,0,0,0,0,0,Combined,2,0,0,0,Backward
-0.00217612993220317,2.17000000000134e-05,-0.00106736241182048,0.08007813,0,0,0,0,Combined,2,-0.217499999999973,-0.406599999999997,0.226300000000037,Backward
-0.00405564899621336,0.000670700000000024,-0.00182957241439752,0.15991207,0,0,0,0,Combined,2,-0.467099999999959,-0.746299999999991,0.120000000000005,Backward
-0.00628954481364641,8.29999999999997e-05,-0.00214749296556249,0.21997067,0,0,0,0,Combined,2,-0.578699999999969,-0.555700000000002,-0.120199999999954,Backward
-0.00921932124045366,0.000105800000000045,-0.00287149993302194,0.30004887,0,0,0,0,Combined,2,-0.457899999999995,-0.545800000000014,0.108200000000011,Backward
-0.0109486626437496,0.000891500000000045,-0.00390946829036309,0.36010747,0,0,0,0,Combined,2,-0.569899999999961,-0.902000000000015,0.273200000000031,Backward
-0.0118164771366374,0.000580400000000036,-0.00362908639733561,0.43994137,0,0,0,0,Combined,2,-1.02849999999995,-1.0351,0.119500000000016,Backward
-0.0125266938563602,-0.000875299999999968,-0.00423245047567278,0.52001957,0,0,0,0,Combined,2,-0.524199999999951,-0.473600000000005,-0.191100000000006,Backward
-0.0138634514260216,-0.00141829999999998,-0.00574697621000198,0.60009767,0,0,0,0,Combined,2,0.289000000000044,0.266799999999989,-0.27109999999999,Backward
-0.0160112536971395,-0.00213599999999997,-0.00815163198665658,0.65991207,0,0,0,0,Combined,2,0.863800000000026,0.518699999999995,-0.00439999999997553,Backward
-0.0177332327985367,-0.000652099999999989,-0.00915943751072845,0.71997067,0,0,0,0,Combined,2,0.583000000000027,0.760099999999994,0.0679000000000087,Backward
-0.0197837254958921,-0.000133899999999965,-0.00911035902164414,0.78002927,0,0,0,0,Combined,2,-0.0369000000000028,0.989599999999996,0.0316000000000258,Backward
-0.0216007751231171,0.000128600000000034,-0.00857348412727177,0.84008787,0,0,0,0,Combined,2,-0.17999999999995,1.30009999999999,-0.0652999999999793,Backward
-0.0238657319325046,-0.000388599999999961,-0.00782609757962405,0.89990237,0,0,0,0,Combined,2,-0.169499999999971,1.4468,0.00790000000000646,Backward
-0.0271837592130266,-0.000314700000000001,-0.00573994347081452,0.97998047,0,0,0,0,Combined,2,-0.170599999999979,1.53809999999999,0.118100000000027,Backward
-0.0292556456517534,-0.000679700000000005,-0.00340018139209164,1.04003927,0,0,0,0,Combined,2,-0.0832999999999515,1.6671,0.0380000000000109,Backward
-0.0334531630437516,-0.00101960000000001,0.00122893912307021,1.13989227,0,0,0,0,Combined,2,-0.0339999999999918,1.7611,0.0803999999999974,Backward
-0.038397051344278,-0.000303799999999965,0.00718880359064755,1.19995127,0,0,0,0,Combined,2,0.261600000000044,2.08779999999999,-0.155499999999961,Backward
-0.0428628779554003,-0.000407999999999964,0.0121924039623167,1.28002927,0,0,0,0,Combined,2,0.219700000000046,2.58449999999999,-0.0866999999999507,Backward
-0.048484121149559,-0.000765299999999969,0.0190920638055374,1.34008827,0,0,0,0,Combined,2,0.13130000000001,3.0667,0.0194000000000187,Backward
-0.053693789416684,-0.0015656,0.0234536948704651,1.41992227,0,0,0,0,Combined,2,0.699700000000007,3.0926,0.287400000000048,Backward
-0.0579653651482328,-0.000881699999999985,0.0280890893272066,1.47998027,0,0,0,0,Combined,2,1.06830000000002,2.97739999999999,0.743300000000033,Backward
-0.0616178421092135,-0.000876199999999994,0.0351780333987541,1.56005827,0,0,0,0,Combined,2,0.233900000000006,2.6044,0.815500000000043,Backward
-0.0647946311234859,-0.00281949999999997,0.0412208503378011,1.62011727,0,0,0,0,Combined,2,0.982300000000009,2.80760000000001,-0.239599999999996,Backward
