X,Y,Z,Time,Up HUD,Right HUD,Down HUD,Left HUD,Trial Type,Layout Number,Rotation X,Rotation Y,Rotation Z,Direction
-0,0,-0,0,0,0,0,0,Collocated,6,0,0,0,Backward
-0.00165298278766546,0.005406648,0.0181496245940167,0.059936526,0,0,0,0,Collocated,6,-0.161800000000028,-1.0814,1.18470000000002,Backward
-0.00366210556425939,0.009533316,0.0387060238572268,0.119995136,0,0,0,0,Collocated,6,-0.757900000000006,-2.0454,-358.51015532,Backward
-0.00585064974323157,0.011703745,0.0598267430300368,0.159912136,0,0,0,0,Collocated,6,-1.11720000000003,-2.9898,1.2688,Backward
-0.0182139815631714,0.017532855,0.122026592919806,0.199951136,0,0,0,0,Collocated,6,-1.10970000000003,-5.3948,0.419100000000014,Backward
-0.0256030291561105,0.018288355,0.143093793485361,0.239990236,0,0,0,0,Collocated,6,-1.09280000000001,-6.49799999999999,0.383399999999995,Backward
-0.0355359306945098,0.017666165,0.175749508023991,0.279907236,0,0,0,0,Collocated,6,-1.64300000000003,-7.5677,0.558199999999999,Backward
-0.0470945399377933,0.016349055,0.21303236968134,0.319946336,0,0,0,0,Collocated,6,-3.07570000000004,-8.30419999999998,0.731899999999996,Backward
-0.0550714334825861,0.011213273,0.242351557773359,0.380004836,0,0,0,0,Collocated,6,-3.63300000000004,-8.71299999999999,0.98660000000001,Backward
-0.0636251796662817,0.005195868,0.271757521628073,0.419921836,0,0,0,0,Collocated,6,-3.06909999999999,-9.2192,1.02519999999998,Backward
-0.0728184115452239,-0.002288688,0.301448760868295,0.439941436,0,0,0,0,Collocated,6,-2.24290000000002,-9.3622,0.997599999999977,Backward
-0.0832923427783319,-0.007027975,0.330301438742699,0.479980436,0,0,0,0,Collocated,6,-1.43400000000003,-9.51479999999998,1.33280000000002,Backward
-0.0939420181186821,-0.012253995,0.359244885602829,0.500000036,0,0,0,0,Collocated,6,-0.939999999999998,-9.60249999999999,-358.2678335,Backward
-0.104204899570907,-0.014994305,0.388556373884688,0.539917036,0,0,0,0,Collocated,6,-0.629200000000026,-9.84049999999999,-357.9367731,Backward
-0.11428130056039,-0.018751665,0.419124765518843,0.559936536,0,0,0,0,Collocated,6,-0.972700000000032,-10.1388,-358.1594823,Backward
-0.12291970686304,-0.011011285,0.450211551096485,0.599975636,0,0,0,0,Collocated,6,-0.401200000000017,-10.0403,-358.4027637,Backward
-0.130365337402378,0.001439982,0.486133394686032,0.640014636,0,0,0,0,Collocated,6,-2.5412,-9.33750000000001,1.16800000000001,Backward
-0.138096961215127,0.00640859862,0.517427483220738,0.679931636,0,0,0,0,Collocated,6,-2.5566,-9.32679999999999,-358.1592886,Backward
-0.139672815337838,0.0063710402,0.543842870645191,0.719970736,0,0,0,0,Collocated,6,-0.418800000000033,-9.69319999999999,-358.48524491,Backward
