Participant ID,Condition,Direction,Layout,Calibrated Distance (m),Calibrated Time (s),Average Speed (m/s),X Rotation Sum (degs),Y Rotation Sum (degs),Z Rotation Sum (degs),Total Rotation (degs),Rotation Speed X (deg/s),Rotation Speed Y (deg/s),Rotation Speed Z (deg/s),Percent Stopped,Percent Slowed,Speed Variance,Speed Variance Corrected
OA03,Combined,Forward,4,15.8227349227596,25.19994953,0.627887563977973,517.98534,494.03866,252.189652000001,1264.213652,20.555014976651,19.6047479941123,10.0075459159065,0.201207243460765,6.03621730382294,0.0931919184113887,0.148421347639014
OA03,Combined,Backward,4,16.0708588330659,26.49999773,0.606447555083088,430.668216,382.5196,238.38281986,1051.57063586,16.2516321845738,14.4347031232746,8.99557887848922,0.215982721382289,10.3671706263499,0.0682543428922476,0.112547807836238
OA04,No Cues,Forward,5,15.567772744093,21.2799986,0.73156831617898,465.298976,395.34915,369.79311982,1230.44124582,21.865554821982,18.5784387222657,17.3774973753993,1.33587786259542,5.34351145038168,0.141202681454019,0.193013664385479
OA04,No Cues,Backward,5,15.3238229803604,18.899993213,0.810784575828324,410.552652,311.8075,323.84450492,1046.20465692,21.7223703401972,16.4977572471047,17.134636043004,0.279329608938547,3.07262569832402,0.128877347773367,0.158953872108015
OA04,Collocated,Forward,3,15.6305367834496,21.059992715,0.742190987194253,555.0824616,321.20784,361.5398818,1237.8301834,26.3572010262208,15.2520394639652,17.1671418263356,0.269541778975741,2.96495956873315,0.088684976656576,0.11949077553722
OA04,Collocated,Backward,3,15.5560154309446,18.739985801,0.830097503601869,500.800022,399.9304,361.89295004,1262.62337204,26.7236073344984,21.3410193714586,19.3112713042018,0,1.82370820668693,0.108889504075799,0.131176763697418
OA04,HUD,Forward,7,15.7947746152783,28.800004893,0.548429580965705,631.8696386,410.356998199999,365.806838400001,1408.0334752,21.9399142794444,14.2485044611829,12.7016241753803,0.188679245283019,15.8490566037736,0.0662168103060499,0.120738947358477
OA04,HUD,Backward,7,15.5182728793016,28.34002659,0.547574393764943,624.7464908,440.7101,394.690447280002,1460.14703808,22.0446684767913,15.550800511793,13.9269610784088,1.22448979591837,13.8775510204082,0.059053572453046,0.107845752331501
OA04,Combined,Forward,8,15.7981233241673,24.9600268945,0.63293695118768,576.772642,351.90418,301.56573336,1230.24255536,23.1078533864518,14.0987099688399,12.0819474528071,0.759493670886076,10.6329113924051,0.0821576366665393,0.129803824081331
OA04,Combined,Backward,8,15.8664607162048,24.76000883,0.640809978103905,602.674986,548.1042,432.977976894,1583.757162894,24.3406611903054,22.1366722347813,17.4869879840023,0.290697674418605,10.7558139534884,0.0733881741551586,0.114524081494965
OA05,No Cues,Forward,2,15.5610117574487,20.2799966,0.767308400704995,460.47557678,323.3462,214.6328173,998.45459408,22.7059000976361,15.9440953752428,10.5834740278014,0.145348837209302,3.19767441860465,0.167907095296276,0.218826087583565
OA05,No Cues,Backward,2,15.5950716497733,21.699993916,0.718667097794652,406.99194452,376.205,186.327931359999,969.524875879999,18.755394406812,17.3366408053513,8.58654302306577,0.821596244131455,7.3943661971831,0.146586113775399,0.203969423708449
OA05,Collocated,Forward,5,15.5990724473946,20.2599785,0.76994516294253,446.925015640001,285.360199999999,199.925273040001,932.210488680001,22.0595009831822,14.0849211661305,9.8679903850836,0.663716814159292,2.87610619469027,0.0827744955113696,0.107507001141519
OA05,Collocated,Backward,5,15.4867065576821,18.49999676,0.837119419997245,430.1941564,276.9799,211.9183296,919.092386,23.2537422563311,14.9718891085903,11.4550468494244,0.25706940874036,2.05655526992288,0.0909512603894384,0.108647892065075
OA05,HUD,Forward,1,15.6827762213055,21.82001229,0.718733610818945,432.2628434,318.3793,183.583024606,934.225168006,19.8103849647282,14.5911604342181,8.41351609550352,0.568181818181818,4.73484848484848,0.101107492836278,0.140674502088573
OA05,HUD,Backward,1,15.5906668807056,19.56000121,0.797068809624352,442.3036556,351.1061,208.778691000001,1002.1884466,22.6126599304029,17.9502085010352,10.6737565483004,0,2.65486725663717,0.108970040133671,0.136713466664224
OA05,Combined,Forward,6,15.4257376584602,17.219967852,0.895805253008564,369.905343,277.4988,197.043357480001,844.447500480001,21.4811866188843,16.1149429769563,11.4427250488226,0,1.06666666666667,0.15796387516197,0.176337294999608
OA05,Combined,Backward,6,15.4604765625172,16.88000262,0.915904867467209,403.7628253,291.5149,232.127086180001,927.404811480001,23.9195949425747,17.2698373668854,13.7516024970854,0,2.72727272727273,0.088484118282852,0.0966084158145604
OA06,No Cues,Forward,4,15.5046891705117,19.760014453,0.784649687751509,317.5137286,219.486941946,211.612603370001,748.613273916001,16.0684967794543,11.1076306380271,10.7091320137103,1.07238605898123,2.94906166219839,0.154383460572071,0.196754632012245
OA06,No Cues,Backward,4,15.2995596055194,17.69994984,0.864384348194257,266.24248558,186.9817,174.046688524001,627.270874104001,15.0419909653258,10.5639677903178,9.83317411050928,1.13960113960114,3.7037037037037,0.156905991195836,0.181523406252809
OA06,Collocated,Forward,6,15.8315852432799,24.02001953,0.659099599128422,718.711896920001,382.03229952,225.725488506,1326.469684946,29.9213702146395,15.9047455828609,9.39738988238867,0.544464609800363,6.71506352087114,0.128036927943433,0.194260363855093
OA06,Collocated,Backward,6,15.2952838144572,21.919926836,0.697779875311312,626.3519412,323.1898,202.080891777601,1151.6226329776,28.5745452476291,14.7441094314791,9.21904955657584,0.404040404040404,4.64646464646465,0.146115628589715,0.209400749089426
OA06,HUD,Forward,3,15.9301714110311,28.260008867,0.563700156146561,833.717301520001,432.59414166,259.367052190001,1525.67849537,29.5016645410029,15.3076435218374,9.17788290197144,2.15208034433285,18.5078909612626,0.114881836437985,0.203799546949417
OA06,HUD,Backward,3,15.7836392528027,27.7999833,0.567757148717522,1092.88754124,400.4945,254.746751920001,1748.12879316,39.3125250992507,14.4062856325529,9.16355773206528,1.4336917562724,13.6200716845878,0.0741422434334236,0.130587952262512
OA06,Combined,Forward,2,15.5402391117506,24.62011844,0.631200826658194,647.0438984,340.474568444,204.373704910001,1191.892171754,26.2811042106425,13.8291198425283,8.30108536675264,0.213219616204691,5.75692963752665,0.094551674295103,0.14979649946863
OA06,Combined,Backward,2,15.8462771481444,23.34009125,0.678929528527202,574.64062406,354.0694,208.48307212,1137.19309618,24.6203246553288,15.1700092432158,8.93240175828362,0.45662100456621,7.99086757990868,0.0903591489720699,0.133090615705117
OA07,No Cues,Forward,1,16.4144069900103,47.90002367,0.342680561143244,778.27754712,455.42915,269.623851240001,1503.33054836,16.2479574641095,9.50791075047499,5.62888764100689,1.29421915444349,41.5012942191544,0.0287257534227939,0.0838266207075172
OA07,No Cues,Backward,1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OA07,Collocated,Forward,8,16.9176400500662,55.080020664,0.307146581394139,659.6754112,476.86726,233.62453652,1370.16720772,11.976673270044,8.65771752173067,4.24154772826177,2.25563909774436,51.5037593984962,0.0229231030233394,0.0746324537271142
OA07,Collocated,Backward,8,16.3056551300057,44.51995543,0.366254974258533,492.055471,410.9368,201.102430506201,1104.0947015062,11.0524699822234,9.23039558397869,4.5171300951188,0.698324022346369,37.8491620111732,0.0295049397927271,0.0805584684616463
OA07,HUD,Forward,5,15.8798038823027,39.619992656,0.400802797218538,416.65346,303.83522,163.51816448,884.00684448,10.5162427367816,7.6687348894293,4.12716291746302,0.78125,26.171875,0.0381090523776201,0.0950818024277439
OA07,HUD,Backward,5,15.6595790035837,36.499999922,0.429029562658849,449.6719572,290.5368,147.27447774,887.483234940001,12.3197796756423,7.95991234577735,4.03491720697874,0.181159420289855,16.4855072463768,0.0238812828671481,0.0556634902246533
OA07,Combined,Forward,2,17.3650255818652,63.780002402,0.272264423453843,871.305301800001,659.50909,289.404897595,1820.219289395,13.6611048759176,10.3403741794045,4.53754917992799,5.456570155902,63.0289532293987,0.015028928411832,0.0551997511139384
OA07,Combined,Backward,2,16.4463728764367,51.019987832,0.3223515640692,653.2539538,503.5373,234.119115460802,1390.9103692608,12.8038829791777,9.86941238908291,4.58877246760065,0.810372771474878,45.0567260940032,0.0130328129678944,0.0404304319277216
OA08,No Cues,Forward,4,16.9116507032243,26.900026133,0.628685288988535,983.84219742,598.26509,807.83577444,2389.94306186,36.5740238524548,22.2403163120377,30.0310405070193,1.31926121372032,9.76253298153034,0.12032254230595,0.191387558152557
OA08,No Cues,Backward,4,15.4715301825188,20.720094102,0.7466920809508,698.566491080001,366.2556,476.5678006,1541.38989168,33.7144458727421,17.6763482924842,23.0002720187453,0,4.68431771894094,0.14307232830396,0.191608203641024
OA08,Collocated,Forward,7,15.3756440850837,16.520018242,0.93072803309582,579.451756,296.91618,343.894801560001,1220.26273756,35.0757334230309,17.9731145359833,20.8168536210022,0,2.30547550432277,0.139086213703828,0.149438083691532
OA08,Collocated,Backward,7,15.692081296596,14.460084375,1.08519984321295,542.8704838,321.2526,405.379519340001,1269.50260314,37.5426912956723,22.2165093694345,28.0343813235876,0,3.66300366300366,0.204633751241747,0.188567803913321
OA08,HUD,Forward,2,17.9091047469957,28.200005327,0.635074516452259,742.93363828,353.96774,423.597621843542,1520.49900012354,26.3451595013949,12.5520451466403,15.021189426442,1.21107266435986,8.13148788927336,0.733665533209167,1.15524322611411
OA08,HUD,Backward,2,15.960387723292,24.339994062,0.655726853615366,694.6822204,353.075899999999,335.0957702,1382.8538906,28.5407719751481,14.5059977870425,13.7672905484869,1.32275132275132,8.2010582010582,0.0836126901633375,0.127511462588938
OA08,Combined,Forward,3,16.2596312719912,26.219974766,0.620123833722198,1002.52478946,482.66691,496.09219948,1981.28389894,38.2351546257015,18.408366686374,18.9203919495488,0.790513833992095,11.8577075098814,0.0839746496506969,0.135415936437489
OA08,Combined,Backward,3,16.1329383342751,21.220036543,0.760269111770071,660.368584138,317.1177,317.9320924,1295.418376538,31.1200493363825,14.9442579590943,14.9826364226917,1.35869565217391,5.43478260869565,0.0930222256073517,0.122354340281924
OA09,No Cues,Forward,1,15.5506848536022,16.880006133,0.921248767984804,473.0175066,240.89994,191.537779980001,905.455226580001,28.0223539537265,14.2713182745264,11.3470207576257,0,2.64900662251656,0.214267658201819,0.232583929170967
OA09,No Cues,Backward,1,15.3516427660545,15.40001953,0.996858655675643,452.007195574,213.7812,202.646692540001,868.435088114001,29.3510793732091,13.8818784991502,13.1588594511348,0.240384615384615,2.64423076923077,0.2711879760245,0.272042555361769
OA09,Collocated,Forward,4,16.2222714491589,21.879998835,0.741420123990556,541.4923432,336.5380882,259.243525300001,1137.2739567,24.7482802573924,15.3810834606473,11.8484250047265,3.80761523046092,9.81963927855711,0.155717330313106,0.210025767138592
OA09,Collocated,Backward,4,15.5126435256822,19.57999159,0.792270183282657,506.16983508,324.1335,242.9318652,1073.23520028,25.8513816389234,16.5543227386034,12.4071485977589,0.510204081632653,4.59183673469388,0.109221494686945,0.13785889838035
OA09,HUD,Forward,6,15.5681484338692,19.619998555,0.793483668728498,410.4103824,283.85246,180.491721402001,874.754563802001,20.9179619075665,14.4675066720463,9.19937485703861,0.697674418604651,3.25581395348837,0.0983634233017714,0.123964017380965
OA09,HUD,Backward,6,15.6384603658702,18.340091016,0.852692625801428,447.7926475,271.6028,192.522200280001,911.917647780002,24.4160537212898,14.8092394832203,10.4973415950904,0,1.5625,0.109091214133002,0.127937325634157
OA09,Combined,Forward,7,15.5531512579925,18.88000949,0.823789377130897,577.7798764,317.76517,255.50705194,1151.05209834,30.6027323082664,16.8307738493621,13.5332056943791,0,1.52905198776758,0.0718720822126108,0.0872457016415139
OA09,Combined,Backward,7,15.5442473661172,17.7399886133,0.87622645678946,520.078513,314.5099,257.20059372,1091.78900672,29.3167331917049,17.7288670729025,14.498351680292,0.363636363636364,1.45454545454545,0.0792265090792396,0.0904178462831741
OA10,No Cues,Forward,8,17.4417394455616,42.1200038,0.414096340740635,902.177125882,1859.48892,795.694212172001,3557.360258054,21.4192080837847,44.1474062735009,18.8911239407818,3.43027591349739,33.1841909023117,0.0736274264723064,0.177802649355992
OA10,No Cues,Backward,8,16.9187948323303,35.29998945,0.479286115829994,819.713798440001,1510.7587,620.077331999999,2950.54983044,23.2213610035513,42.7977096746696,17.5659353348617,5,27.6785714285714,0.119615831079035,0.249570824458149
OA10,Collocated,Forward,6,19.3856453084031,59.859981699,0.323849836872351,1659.8840287,2192.52425,903.6124878,4756.0207665,27.7294443063241,36.6275462799987,15.0954354169991,10.0431300061614,50.4621072088725,0.0655571888804143,0.20243082261071
OA10,Collocated,Backward,6,17.926806142533,53.02001607,0.338113932648852,1571.278097,1687.7634,812.14429224,4071.18578924,29.6355643296206,31.832570510196,15.3176923063879,19.0760059612519,46.4977645305514,0.08352113124289,0.247020673145791
OA10,HUD,Forward,4,19.5881880708819,60.5400417187,0.32355755818436,1498.0897696,2346.212868,1295.53397856,5139.83661616,24.7454366906599,38.754728298697,21.3996215030659,18.3935742971888,51.2449799196787,0.0855092570839588,0.264278348383493
OA10,HUD,Backward,4,18.9921541536533,60.500002695,0.313919889382465,1928.299416166,1804.8947,1125.79170462,4858.985820786,31.8727162027939,29.8329689190107,18.6081265201834,17.1875,53.41796875,0.0634583004213152,0.202148072064337
OA10,Combined,Forward,2,18.3185944057466,55.820069297,0.328172190333183,1560.12201064,2051.96232,1019.0778232,4631.16215384,27.9491235014258,36.7602968939754,18.2564772139179,16.2863070539419,50,0.0673886096588825,0.205345278009282
OA10,Combined,Backward,2,17.2425384265061,47.82007227,0.360571149477815,1223.1133428,1737.0177,767.842712074,3727.973754874,25.5774047327679,36.3240291690174,16.0569124140724,13.1618759455371,43.1164901664145,0.0580056140543091,0.160871478869881
OA11,No Cues,Forward,5,15.7325932552103,25.68005809,0.612638538436043,598.572961,425.1227,361.1757902,1384.8714512,23.3088632004726,16.5545848264863,14.0644459967419,0.290697674418605,5.37790697674419,0.0815813879198183,0.133163983003879
OA11,No Cues,Backward,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
OA11,Collocated,Forward,7,16.0460353860622,22.899961699,0.700701407145275,603.901718,463.2245,432.21549232,1499.34171032,26.3712981679953,20.2281779370936,18.87407053344,0.235849056603774,2.35849056603774,0.0992264291315046,0.141610146803847
OA11,Collocated,Backward,7,15.6489274475278,23.06005807,0.678616133577143,659.362249460001,376.0570914,375.4420058,1410.86134666,28.5932605832332,16.307725256305,16.2810520537427,0.421052631578947,2.94736842105263,0.0918698569306148,0.135378238719948
OA11,HUD,Forward,6,16.2256229804516,28.69999235,0.565352867784009,683.563033008001,472.84564,366.761772280001,1523.170445288,23.8175336310848,16.4754622312643,12.779159234863,1.11940298507463,9.51492537313433,0.0736076246400763,0.130197667394159
OA11,HUD,Backward,6,15.9605057952848,32.90000695,0.48512165421548,535.579972,414.3894,282.9169698,1232.8863418,16.2790230656775,12.5954198316666,8.59929817735192,1.54905335628227,20.6540447504303,0.0553775035016402,0.114151786506406
OA11,Combined,Forward,3,15.8206048861421,28.380002466,0.557456078627746,579.4271246,391.1859,318.3147468,1288.9277714,20.416739755191,13.783857153242,11.2161634651494,0.24390243902439,5.85365853658537,0.0516674711459956,0.0926843802173296
OA11,Combined,Backward,3,15.7288908328881,28.300006963,0.555791058760247,565.28050854,466.058058,363.0505734,1394.38913994,19.9745713589067,16.468478562897,12.8286390132221,0.22075055187638,6.84326710816777,0.0436244749209099,0.0784907821623095
OA12,No Cues,Forward,7,15.1697992839209,14.95995957,1.01402675675286,274.5824242,141.55864,161.983458178201,578.124522378201,18.3544897240655,9.46250150861871,10.8278005311615,0.468384074941452,2.10772833723653,0.230993477380889,0.227798207337825
OA12,No Cues,Backward,7,15.1638168054866,13.839960937,1.09565459574003,335.3139156,155.881,202.17354266,693.36845826,24.2279524578401,11.263109824484,14.607956162615,0.258397932816537,2.32558139534884,0.270236634787937,0.246644002442587
OA12,Collocated,Forward,5,15.4992985464889,16.67999632,0.929214746163021,295.21499,164.47682,160.818951508,620.510761508,17.6987443124328,9.86072279900839,9.64142607844414,0.529100529100529,2.11640211640212,0.178473736797574,0.192069419404438
OA12,Collocated,Backward,5,15.3028857844637,15.020009194,1.0188333167317,277.698973,160.8829,192.901363740001,631.483236740001,18.4886020649662,10.7112384501247,12.8429590986574,0.344827586206897,1.72413793103448,0.127249613842427,0.124897381890326
OA12,HUD,Forward,6,15.1508855329882,14.599974785,1.03773367804403,256.247954,153.79805,185.866059533801,595.912063533801,17.5512600380152,10.5341312067204,12.730574009262,0.711743772241993,1.06761565836299,0.104447550493038,0.100649668313652
OA12,HUD,Backward,6,15.232640418492,13.520023359,1.12667264057291,282.865369,157.364,227.758214804001,667.987583804001,20.9219586008853,11.6393290027303,16.84599269959,0.396825396825397,1.19047619047619,0.142019354576152,0.126052013212938
OA12,Combined,Forward,1,15.3515418806145,15.4999997,0.990422075983297,267.17230114,154.05395,184.13890404,605.36515518,17.2369229878114,9.93896470849609,11.8799295228373,0.78740157480315,1.5748031496063,0.109736533672548,0.110797746065586
OA12,Combined,Backward,1,15.2051948032325,13.99999705,1.08608557194178,273.507791,160.2473,167.077300260001,600.832391260001,19.5362749022865,11.4462381261716,11.9340953903988,0,1.76211453744493,0.10493948127367,0.0966217432444589
OA13,No Cues,Forward,4,16.155573741212,18.27999733,0.88378425059715,524.7579708,363.86128,472.68664338,1361.30589418,28.7066765561721,19.9048869335913,25.858135252802,0,1.21703853955375,0.247334224898557,0.279858149465143
OA13,No Cues,Backward,4,15.8971983435716,17.72000229,0.897132973427598,447.83089,358.4804,392.43691938,1198.74820938,25.2726203231207,20.2302682659529,22.1465501503612,0.239234449760766,1.43540669856459,0.182351147444472,0.203259887715172
OA13,Collocated,Forward,3,15.7849914217492,18.40002883,0.85787862440807,406.019646,366.15074,390.7277928,1162.8981788,22.066250534239,19.8994655596961,21.2351728581504,0,0.917431192660551,0.158777687978097,0.185081762688344
OA13,Collocated,Backward,3,15.8236542462734,16.88000436,0.937420033123345,413.042058,409.6144,387.545652,1210.20211,24.4693099119555,24.2662496563478,22.9588597096784,0,0.619195046439629,0.153878189807745,0.164150737524827
OA13,HUD,Forward,1,16.074288605717,21.359864375,0.75254637967321,452.377768,359.8115,421.12149646,1233.31076446,21.1788689318398,16.8452146363406,19.7155510478282,0.952380952380952,3.49206349206349,0.0674653667032653,0.0896494468986242
OA13,HUD,Backward,1,15.9396016905152,19.23999195,0.828461972953955,475.983726,373.9472,518.73758618,1368.66851218,24.7392892490269,19.4359332879035,26.961424283756,0.343642611683849,2.40549828178694,0.075131892803661,0.0906884024329706
OA13,Combined,Forward,2,16.0671081773148,19.16003086,0.838574232719937,429.443686,315.70045,432.3872231,1177.5313591,22.4135174487918,16.4770324383496,22.5671464863183,0,1.95439739413681,0.0955467071050435,0.113939474141884
OA13,Combined,Backward,2,16.1185218827799,18.619998516,0.865656453674224,486.46551838,381.7396,464.2223998,1332.42751818,26.1259697718012,20.5015913224684,24.9313875831461,0,2.8673835125448,0.0914867859261331,0.105684865558182
OA14,No Cues,Forward,2,15.4896026513878,19.4400009,0.796790222956616,510.3047,358.507655,380.934868122,1249.747223122,26.2502405542584,18.4417509466268,19.5954141196568,0.522648083623693,1.56794425087108,0.139128326146385,0.174610985599355
OA14,No Cues,Backward,2,15.5482776728049,18.46002618,0.842267368485656,395.9190702,377.2206,327.18961408,1100.32928428,21.447373169435,20.4344563936041,17.7242226467959,1.46252285191956,4.38756855575868,0.177960697521918,0.211287655417401
OA14,Collocated,Forward,6,15.6487961925928,20.97997949,0.745891872775742,461.84584594,437.3365488,269.68305242,1168.86544716,22.0136462078114,20.8454230857783,12.8543048647184,0.21505376344086,3.01075268817204,0.123441116839024,0.165494653239287
OA14,Collocated,Backward,6,15.547463272528,20.38000738,0.762878196392883,447.6692152,407.0274,253.34095858,1108.03757378,21.9660968150248,19.9718965950639,12.4308570579134,1.33037694013304,3.10421286031042,0.0950846358885613,0.124639341297405
OA14,HUD,Forward,8,16.3660726720123,30.83984328,0.530679501948892,583.20592,480.100596120001,337.276115744002,1400.582631864,18.9107938942808,15.5675433159984,10.936375800675,2.51968503937008,13.0708661417323,0.0544029878852042,0.102515713694258
OA14,HUD,Backward,8,15.8738035039597,29.15991367,0.544370730435009,711.393654,594.268,373.2971912,1678.9588452,24.3962880703549,20.3796213776651,12.8017248413205,0,4.29338103756708,0.0375705627776365,0.0690165004786605
OA14,Combined,Forward,1,15.8409079979636,21.599980254,0.733376040704026,462.5339004,439.9888226,321.72869706,1224.25142006,21.4136260756232,20.3698715196057,14.8948607024963,1.87793427230047,5.39906103286385,0.078784240474167,0.107426798942785
OA14,Combined,Backward,1,15.9067803155098,22.04003461,0.721722111465858,530.144362,557.2862,359.5880949,1447.0186569,24.0536991606839,25.2851780798542,16.315223694651,0.808625336927224,2.96495956873315,0.0649805482077531,0.0900354127654118
OA15,No Cues,Forward,6,15.106239341083,14.12011875,1.06983798143221,390.429696,246.57731,187.66349636,824.67050236,27.6505957855347,17.4628354311822,13.2905041156258,2.25,3.25,0.301951818367907,0.282240697758441
OA15,No Cues,Backward,6,15.1963450607263,13.9399375,1.09013007129525,430.984653636,261.2337,194.226273799999,886.444627436,30.9172586775228,18.7399477221472,13.9330806755769,1.3550135501355,2.9810298102981,0.292681122661161,0.268482752992411
OA15,Collocated,Forward,7,15.2579885185697,15.49999816,0.984386472892953,402.058830600001,187.7934,150.488259160001,740.340489760002,25.9392824727923,12.1157046640578,9.70892109834941,0.571428571428571,2,0.170987316927184,0.173699376856205
OA15,Collocated,Backward,7,15.1676408782377,14.539979219,1.04316798874221,366.5494856,191.8235,179.413847180001,737.786832780001,25.2097668145917,13.1928317854358,12.339346877852,0.611620795107034,2.14067278287462,0.200343041605435,0.192052520559988
OA15,HUD,Forward,8,15.3511162710608,16.79999079,0.913757421831348,493.4872078,223.88841,145.16967024,862.54528804,29.3742546629099,13.326698377315,8.64105653715064,0.261780104712042,1.83246073298429,0.152597949485212,0.167000503458977
OA15,HUD,Backward,8,15.1327272593918,15.8400121533,0.955348210148887,359.264097400001,252.2081,142.192194000001,753.664391400002,22.6807968278708,15.9222163189727,8.97677303677936,1.40845070422535,4.7887323943662,0.202952171762998,0.212437904427924
